SLIDE_NO,STATE,DISTRICT,TOPOSHEET,SLIDE_NAME,"NH_SH 
LOCATION",LATITUDE,LONGITUDE,LENGTH,WIDTH,HEIGHT,LS_AREA,DEPTH,"LANDSLIDE ALERT
 CATEGORY",VOLUME,"RUN_OUT_
DISTANCE","MATERIAL 
TYPE","MOVEMENT 
TYPE","MOVEMENT 
RATE",ACTIVITY,DISTRIBUTION,STYLE,"FAILURE 
PLANE","FAILURE 
MECHANISM","INITIATION 
YEAR","REACTIVATION 
YEAR1","REACTIVATION 
YEAR2","REACTIVATION 
YEAR3",GEOMORPHOLOGY,GEOLOGY,STRUCTURE,"LANDUSE 
LANDCOVER",HYDROLOGICAL,"TRIGGERING 
FACTOR","PERSONS 
DEATH","PEOPLE 
AFFECTED","LIVESTOCK 
AFFECTED","COMMUNICATION 
AFFECTED","INFRASTRUCTURE 
AFFECTED","LANDUSE 
LANDCOVER 
AFFECTED",GEOSCIENTIFIC_CAUSES,"PRE-REMEDIAL 
MEASURES",REMARKS,Citation,REPORT,PHOTOS,ABSTRACT,,,
HP/CHA/52D/3/2019/40,Himachal Pradesh,Chamba,52D03,Gumu ,Godra-Siun link road,32.36978,76.03356,10.00,12.00,8.00,,0-1m,III,,15.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,basalt,,Sparsely vegetated,Dry,Rainfall,,,,,,,"Loose debris on steep slope
Incessant rain fall",Removal of loose mass from  the slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/35,Himachal Pradesh,Chamba,52D03,Guma Siyun,Godra-Siun link road,32.37222,76.03583,20.00,30.00,18.00,,0-1m,III,,200.00,Debris,Slide,Rapid,Reactivated,Enlarging,Multiple,shallow,Shallow planar failure,2005.00,2006.00,2010.00,2019.00,Lowly Dissected,Phyllite,,Sparsely vegetated,Damp,Rainfall,,,,,5 houses swept away,,"New link road construction by cutting of steep slope
Incessant rainfall","Benching of slope,Removal of loose materials from affacted slope.Vacant nearby houses",Proper toe support ,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/36,Himachal Pradesh,Chamba,52D03,Gumu ,Godra-Siun link road,32.36598,76.03209,20.00,12.00,18.00,,0-1m,III,,25.00,Debris,Slide,Very Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,2005.00,,,,Highly Dissected,basalt,,Moderately vegetated,Damp,Rainfall,,,,,,,"Loose debris on steep slope
Incessant rain fall",Removal of loose mass from  the slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/24,Himachal Pradesh,Chamba,52D03,Near Chyur,Daintha-Chayur link road,32.29624,76.05821,20.00,15.00,15.00,,0-1m,III,,12.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2010.00,,,,Lowly Dissected,Conglomerate with intercalated mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Due to road widening,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/22,Himachal Pradesh,Chamba,52D03,Near Chyur,Daintha-Chayur link road,32.30606,76.06207,10.00,10.00,8.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Conglomerate with mudstone bed,,Moderately vegetated,Damp,Rainfall,,,,,,,Due to road widening,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/23,Himachal Pradesh,Chamba,52D03,Near Chyur,Daintha-Chayur link road,32.30292,76.05871,25.00,15.00,22.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2017.00,,,,Lowly Dissected,Conglomerate with mudstone and sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Slope cut for road construction,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/25,Himachal Pradesh,Chamba,52D03,,,32.29722,76.05722,50.00,25.00,45.00,,0-1m,III,,50.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Hard  compact conglomerate with sandstone and muds,,Moderately vegetated,Damp,Rainfall,,,,,,,"Loose debris on steep slope
Incessant rain fall",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/26,Himachal Pradesh,Chamba,52D03,Sihunta,SH-28,32.30915,76.08287,20.00,15.00,18.00,,1-2m,III,,10.00,Debris,Slide,Moderate,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,2014.00,,,,Piedmont slope,Mudstone and terrace loose boulder,,Agriculture,Wet,Rainfall,,,,,,,Slope cut for road construction,Retaining wall of suitable size,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/27,Himachal Pradesh,Chamba,52D03,Samot,,32.33325,76.07903,50.00,15.00,45.00,,0-1m,III,,80.00,Debris,Slide,Rapid,Active,Active,Single,shallow,Shallow planar failure,2017.00,,,,Lowly Dissected,"Conglomerate, sandstone and mudstone intercalated",,Sparsely vegetated,Damp,Sudden Toe Removal,,,,Road damaged,,,Toe cutting by river,Proper Toe support,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/44,Himachal Pradesh,Chamba,52D03,Adhwar,,32.30056,76.06639,70.00,80.00,65.00,,1-2m,III,,80.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Multiple,shallow,Shallow planar failure,2018.00,,,,Lowly Dissected,Mudstone and Sandsone,,Sparsely vegetated,Damp,Rainfall,,,,,,,Weathered rock exposed on steep slope,Removal of loose material from slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/49,Himachal Pradesh,Chamba,52D03,Khariri,,32.25799,76.20044,12.00,6.00,10.00,,0-1m,III,,2.00,Debris,Slide,Rapid,Active,Enlarging,Single,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,Conglomerate and mudstone intercalated,,Moderately vegetated,,Rainfall,,,,,,,Slope cut for road construction,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/52,Himachal Pradesh,Chamba,52D03,Darini,,32.26506,76.19139,50.00,15.00,45.00,,0-1m,III,,50.00,Rock cum debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Pebbly conglomerate,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe erosion bynala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/53,Himachal Pradesh,Chamba,52D03,Darini,,32.26299,76.19026,10.00,10.00,8.00,,0-1m,III,,10.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,2011.00,,,,Moderately Dissected,Conglomerate with red colored mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,Steep slope,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/54,Himachal Pradesh,Chamba,52D03,Darini,Shahpur-Darini link road,32.27176,76.20273,20.00,18.00,15.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2015.00,,,,Moderately Dissected,Conglomerate,,Moderately vegetated,Damp,Rainfall,,,,,,,Road widening,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/56,Himachal Pradesh,Chamba,52D03,Bhaled,,32.27028,76.21028,100.00,40.00,90.00,,1-2m,III,,120.00,Debris,Slide,Rapid,Active,Retrogressive,Multiple,shallow,Shallow planar failure,2012.00,,,,Lowly Dissected,Mudstone and sandstone,,Sparsely vegetated,Damp,Rainfall,,,,,Two houses damaged,Cultivated land damaged,"Toe erosion by nala
Excess Rainfall",Drainage allignment and benching of slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/42,Himachal Pradesh,Chamba,52D03,Godra,,32.36333,76.02194,60.00,50.00,55.00,,0-1m,III,,60.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2012.00,,,,Highly Dissected,Sandstone and mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,"weathered rock exposed on Steep slope
Toe cutting by nala",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/43,Himachal Pradesh,Chamba,52D03,Adhwar,,32.30389,76.06611,45.00,30.00,40.00,,0-1m,III,,60.00,Rock and Debris,Slide,Rapid,Reactivated,Retrogressive,Multiple,shallow,Shallow planar failure,,,,,Highly Dissected,Conglomerate with mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,"Toe cutting by nala
Weathered rock exposed on ste[pp slope",,Retaining wall,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/425,Himachal Pradesh,Chamba,43P15,Jatroon,Lahru-Chowari road,32.42196,75.99614,20.00,10.00,18.00,,0-1m,III,,6.00,Debris,Slide,Rapid,Active,Enlarging,,shallow,Shallow planar failure,2018.00,,,,Highly Dissected,Gneiss,,Sparsely vegetated,Dry,Rainfall,,,,,,,Road cutting,Retaining wall,Retaining wall,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/46,Himachal Pradesh,Chamba,52D03,Kunjar Mahadev,Patka-Kunjar-Mahadev link road,32.33539,76.02985,15.00,10.00,12.00,,0-1m,III,,3.00,Debris,Slide,Rapid,Reactivated,Widening,Single,shallow,Shallow planar failure,2017.00,,,,Moderately Dissected,Conglomerate,,Sparsely vegetated,Damp,Rainfall,,,,,,,Road widening,Retaining wall with holes,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/47,Himachal Pradesh,Chamba,52D03,Kunjar Mahadev,Patka-Kunjar-Mahadev link road,32.33648,76.03014,15.00,15.00,13.00,,0-1m,III,,5.00,Rock and Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,2010.00,,,,Lowly Dissected,Conglomerate ,,Sparsely vegetated,Dry,Rainfall,,,,,,,Road widening,Retaining wall with holes,Slope trimming and retaining wall,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/48,Himachal Pradesh,Chamba,52D03,Khariri,Shahpur-darini road,32.25833,76.20031,20.00,12.00,18.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2017.00,,,,Moderately Dissected,Pebbly conglomerate,,Moderately vegetated,Damp,Rainfall,,,,,,,"Widening of road
Gully erosion",Retaining wall,Removal of debris material from the slope,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/03/2019/60,Himachal Pradesh,Kangra,52D03,Darini,,32.28028,76.20306,40.00,25.00,35.00,,0-1m,III,,20.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Multiple,shallow,Shallow planar failure,,,,,Lowly Dissected,Red colored mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,"
Weathered rock exposed on steep slope",Removal of loose debris on the slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/03/2019/37,Himachal Pradesh,Chamba,52D03,Gumu ,Godra-Siun link road,32.36954,76.03028,60.00,25.00,50.00,,0-1m,III,,150.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,basalt,,Sparsely vegetated,Dry,Rainfall,,,,,,,"Loose debris on steep slope
Incessant rain fall",Removal of loose mass from  the slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/85,Himachal Pradesh,Chamba,43P15,Kakira taxi stand,SH-28,32.45869,75.93198,5.00,10.00,4.00,,0-0.5m,III,,2.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,,,,Lowly Dissected,Sandsotne/mudstone,,Settlement,Damp,Rainfall,,,,,one house affected,,Road widening ,"Gabian given & damaged, Repair of gabian wall required",,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/191,Himachal Pradesh,Kangra,43P15,near Uprali Haral village,Aundi-Chakki link road,32.36713,75.84715,12.00,20.00,11.00,,0-0.5m,III,,6.00,Rock and Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2012.00,,,,Moderately Dissected,Flaggy sandstone with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting,Gabian wall required,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/86,Himachal Pradesh,Chamba,43P15,Bindgi,SH-28,32.44401,75.94155,20.00,18.00,18.00,,0-0.5m,III,,4.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Conglomerate with red colored muddy maxtrix,,Sparsely vegetated,Damp,Rainfall,,,,Part of road damaged,,,Road widening,Retaining wall at different levels,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/192,Himachal Pradesh,Kangra,43P15,near Uprali Haral village,Aundi-Chakki link road,32.36744,75.84706,20.00,15.00,18.00,,0-1m,III,,5.00,Rock and Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2012.00,,,,Moderately Dissected,flaggy sandstone with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,road widening,Retaining wall ,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/87,Himachal Pradesh,Chamba,43P15,,SH-28,32.43684,75.95029,15.00,25.00,12.00,,0-0.5m,III,,8.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Conglomerate with mudstone,,Sparsely vegetated,Damp,Rainfall,,,,Road blocked partially,,,Widening of road,Retaining wall ,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/193,Himachal Pradesh,Kangra,43P15,near Uprali Haral village,Aundi-Chakki link road,32.36850,75.84812,18.00,15.00,15.00,,0-1m,III,,2.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,sandstone with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road widening and rainfall,Retaining wall at different levels,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/97,Himachal Pradesh,Chamba,52D03,Patka,SH-28,32.36533,76.01628,100.00,200.00,90.00,,0-1m,III,,150.00,Debris,Slide,Rapid,Reactivated,Enlarging,Multiple,shallow,Shallow planar failure,,,,,Moderately Dissected,Red colored mudstone,,Moderately vegetated,Damp,Sudden Toe Removal and rainfall,,,,,,Cultivated land damaged,"Toe cutting by nala
sheared rock mass ",Development of proper drainage and plantation,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/89,Himachal Pradesh,Chamba,43P15,Barian,SH-28,32.43182,75.95835,35.00,40.00,30.00,,0-0.5m,III,,150.00,Debris,Slide,Moderate,Reactivated,Enlarging,Multiple,shallow,Shallow planar failure,2012.00,,,,Moderately Dissected,Mudstone with shale,,Moderately vegetated,Wet,Rainfall,,,,Road damaged,,,"Road widening
Incessant rainfall",Retaining wall at different levels,"Gabian given & damaged, Repair of gabian wall required",,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/194,Himachal Pradesh,Kangra,43P15,near Uprali Haral village,Aundi-Chakki link road,32.36869,75.84897,20.00,15.00,18.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,sandstone with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,rain fall and road widening,Gabian wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/90,Himachal Pradesh,Chamba,43P15,Barian,SH-28,32.42956,75.95951,70.00,32.00,60.00,,>5m,III,,70.00,Debris,Slide,Moderate,Active,Widening,Single,Deep seated,Deep rotational  failure,,,,,Highly Dissected,Mudstone/sandstone,,Moderately vegetated,Wet,Rainfall,,,,Road damaged,,,"Incessant rainfall,week roack mass
Unscientific Road widening ","Removal of weathered material , drainage management and gabian wall",,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/195,Himachal Pradesh,Kangra,43P15,Nera,Suliali-Dunera link road,32.39099,75.88857,10.00,10.00,8.00,,0-1m,III,,3.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Terrace,Alluvium,,Moderately vegetated,Damp,Rainfall,,,,,,,road cutting,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/92,Himachal Pradesh,Chamba,52D03,Binna village,,32.35744,76.02563,70.00,50.00,65.00,,0-1m,III,,40.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Slate/Phyllite,,Sparsely vegetated,Damp,Sudden Toe Removal,,,,,,,Toe cutting by river,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/117,Himachal Pradesh,Chamba,43P15,Jatroon,Lahru-Chowari road,32.41837,75.99575,25.00,25.00,24.00,,0-1m,III,,4.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Phyllite,,Moderately vegetated,Dry,rainfall,,,,,,,Road cutting,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/03/2019/65,Himachal Pradesh,Kangra,52D03,Lahri village,,32.28541,76.22138,130.00,60.00,120.00,,0-1m,III,,70.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Red mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe erosion by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/102,Himachal Pradesh,Chamba,52D03,Flarh,SH-28,32.38373,76.00221,80.00,70.00,75.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Confined,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Conglomerate,,Sparsely vegetated,Damp,Rainfall,,,,,,,Loose debris saturation by rainfall,drainanage management,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
